Wijken en buurten;Regioaanduiding/Gemeentenaam (naam);Regioaanduiding/Soort regio (omschrijving);Regioaanduiding/Codering (code);Regioaanduiding/Indelingswijziging wijken en buurten (code);Bevolking/Aantal inwoners (aantal);Bevolking/Geslacht/Mannen (aantal);Bevolking/Geslacht/Vrouwen (aantal);Bevolking/Leeftijdsgroepen/0 tot 15 jaar (aantal);Bevolking/Leeftijdsgroepen/15 tot 25 jaar (aantal);Bevolking/Leeftijdsgroepen/25 tot 45 jaar (aantal);Bevolking/Leeftijdsgroepen/45 tot 65 jaar (aantal);Bevolking/Leeftijdsgroepen/65 jaar of ouder (aantal);Bevolking/Burgerlijke staat/Ongehuwd (aantal);Bevolking/Burgerlijke staat/Gehuwd (aantal);Bevolking/Burgerlijke staat/Gescheiden (aantal);Bevolking/Burgerlijke staat/Verweduwd (aantal);Bevolking/Personen met een migratieachtergrond/Westers totaal (aantal);Bevolking/Personen met een migratieachtergrond/Niet-westers/Niet-westers totaal (aantal);Bevolking/Personen met een migratieachtergrond/Niet-westers/Marokko (aantal);Bevolking/Personen met een migratieachtergrond/Niet-westers/Nederlandse Antillen en Aruba (aantal);Bevolking/Personen met een migratieachtergrond/Niet-westers/Suriname (aantal);Bevolking/Personen met een migratieachtergrond/Niet-westers/Turkije (aantal);Bevolking/Personen met een migratieachtergrond/Niet-westers/Overig niet-westers (aantal);Bevolking/Geboorte en sterfte/Geboorte totaal (aantal);Bevolking/Geboorte en sterfte/Geboorte relatief (per 1 000 inwoners);Bevolking/Geboorte en sterfte/Sterfte totaal (aantal);Bevolking/Geboorte en sterfte/Sterfte relatief (per 1 000 inwoners);Bevolking/Particuliere huishoudens/Huishoudens totaal (aantal);Bevolking/Particuliere huishoudens/Eenpersoonshuishoudens (aantal);Bevolking/Particuliere huishoudens/Huishoudens zonder kinderen (aantal);Bevolking/Particuliere huishoudens/Huishoudens met kinderen (aantal);Bevolking/Particuliere huishoudens/Gemiddelde huishoudensgrootte (aantal);Bevolking/Bevolkingsdichtheid (aantal inwoners per km²);Wonen/Woningvoorraad (aantal);Wonen/Gemiddelde woningwaarde (x 1 000 euro);Wonen/Woningen naar type/Percentage eengezinswoning (%);Wonen/Woningen naar type/Percentage meergezinswoning (%);Wonen/Woningen naar bewoning/Percentage bewoond (%);Wonen/Woningen naar bewoning/Percentage onbewoond (%);Wonen/Woningen naar eigendom/Koopwoningen (%);Wonen/Woningen naar eigendom/Huurwoningen/Huurwoningen totaal (%);Wonen/Woningen naar eigendom/Huurwoningen/In bezit woningcorporatie (%);Wonen/Woningen naar eigendom/Huurwoningen/In bezit overige verhuurders (%);Wonen/Woningen naar eigendom/Eigendom onbekend (%);Wonen/Woningen naar bouwjaar/Bouwjaar voor 2000 (%);Wonen/Woningen naar bouwjaar/Bouwjaar vanaf 2000 (%);Energie/Gemiddeld elektriciteitsverbruik/Gemiddeld elektriciteitsverbruik totaal (kWh);Energie/Gemiddeld elektriciteitsverbruik/Naar woningtype/Appartement (kWh);Energie/Gemiddeld elektriciteitsverbruik/Naar woningtype/Tussenwoning (kWh);Energie/Gemiddeld elektriciteitsverbruik/Naar woningtype/Hoekwoning (kWh);Energie/Gemiddeld elektriciteitsverbruik/Naar woningtype/Twee-onder-één-kap-woning (kWh);Energie/Gemiddeld elektriciteitsverbruik/Naar woningtype/Vrijstaande woning (kWh);Energie/Gemiddeld elektriciteitsverbruik/Naar eigendom/Huurwoning (kWh);Energie/Gemiddeld elektriciteitsverbruik/Naar eigendom/Eigen woning (kWh);Energie/Gemiddeld aardgasverbruik/Gemiddeld aardgasverbruik totaal (m³);Energie/Gemiddeld aardgasverbruik/Naar woningtype/Appartement (m³);Energie/Gemiddeld aardgasverbruik/Naar woningtype/Tussenwoning (m³);Energie/Gemiddeld aardgasverbruik/Naar woningtype/Hoekwoning (m³);Energie/Gemiddeld aardgasverbruik/Naar woningtype/Twee-onder-één-kap-woning (m³);Energie/Gemiddeld aardgasverbruik/Naar woningtype/Vrijstaande woning (m³);Energie/Gemiddeld aardgasverbruik/Naar eigendom/Huurwoning (m³);Energie/Gemiddeld aardgasverbruik/Naar eigendom/Eigen woning (m³);Energie/Gemiddeld aardgasverbruik/Percentage woningen met stadsverwarming (%);Inkomen/Inkomen van personen/Aantal inkomensontvangers   (aantal);Inkomen/Inkomen van personen/Gemiddeld inkomen per inkomensontvanger  (x 1 000 euro);Inkomen/Inkomen van personen/Gemiddeld inkomen per inwoner  (x 1 000 euro);Inkomen/Inkomen van personen/40% personen met laagste inkomen (%);Inkomen/Inkomen van personen/20% personen met hoogste inkomen (%);Inkomen/Inkomen van personen/Actieven 15-75 jaar (%);Inkomen/Inkomen van huishoudens/40% huishoudens met laagste inkomen (%);Inkomen/Inkomen van huishoudens/20% huishoudens met hoogste inkomen (%);Inkomen/Inkomen van huishoudens/Huishoudens met een laag inkomen (%);Inkomen/Inkomen van huishoudens/Huish. onder of rond sociaal minimum (%);"Sociale zekerheid/Personen per soort uitkering; Bijstand (aantal)";"Sociale zekerheid/Personen per soort uitkering; AO (aantal)";"Sociale zekerheid/Personen per soort uitkering; WW (aantal)";"Sociale zekerheid/Personen per soort uitkering; AOW (aantal)";Criminaliteit/Totaal diefstal uit woning/schuur/e.d. (per 1 000 inwoners);Criminaliteit/Vernieling, misdrijf tegen openbare orde (per 1 000 inwoners);Criminaliteit/Gewelds- en seksuele misdrijven (per 1 000 inwoners);Bedrijfsvestigingen, SBI 2008/Bedrijfsvestigingen totaal (aantal);Bedrijfsvestigingen, SBI 2008/Bedrijfsvestigingen naar activiteit/A Landbouw, bosbouw en visserij (aantal);Bedrijfsvestigingen, SBI 2008/Bedrijfsvestigingen naar activiteit/B-F Nijverheid en energie (aantal);Bedrijfsvestigingen, SBI 2008/Bedrijfsvestigingen naar activiteit/G+I Handel en horeca (aantal);Bedrijfsvestigingen, SBI 2008/Bedrijfsvestigingen naar activiteit/H+J Vervoer, informatie en communicatie (aantal);Bedrijfsvestigingen, SBI 2008/Bedrijfsvestigingen naar activiteit/K-L Financiële diensten, onroerend goed (aantal);Bedrijfsvestigingen, SBI 2008/Bedrijfsvestigingen naar activiteit/M-N Zakelijke dienstverlening (aantal);Bedrijfsvestigingen, SBI 2008/Bedrijfsvestigingen naar activiteit/R-U Cultuur, recreatie, overige diensten (aantal);Motorvoertuigen/Personenauto's/Personenauto's totaal (aantal);"Motorvoertuigen/Personenauto's/Personenauto's; brandstoftype/Personenauto's; brandstof benzine (aantal)";"Motorvoertuigen/Personenauto's/Personenauto's; brandstoftype/Personenauto's; overige brandstof (aantal)";Motorvoertuigen/Personenauto's/Personenauto's per huishouden (per huishouden);Motorvoertuigen/Personenauto's/Personenauto's naar oppervlakte (per km²);Motorvoertuigen/Motorfietsen (aantal);Nabijheid voorzieningen/Afstand tot huisartsenpraktijk (km);Nabijheid voorzieningen/Afstand tot grote supermarkt (km);Nabijheid voorzieningen/Afstand tot kinderdagverblijf (km);Nabijheid voorzieningen/Basisonderwijs/Afstand tot school (km);Nabijheid voorzieningen/Basisonderwijs/Scholen binnen 3 km (aantal);Oppervlakte/Oppervlakte totaal (ha);Oppervlakte/Oppervlakte land (ha);Oppervlakte/Oppervlakte water (ha);Postcode/Meest voorkomende postcode (code);Postcode/Dekkingspercentage (code);Stedelijkheid/Mate van stedelijkheid (code);Stedelijkheid/Omgevingsadressendichtheid (per km²)
Ockenburgh;'s-Gravenhage                           ;Buurt     ;BU05181590;1;780;415;365;90;140;140;280;130;430;305;35;20;140;130;10;10;30;5;70;       .;       .;       .;       .;285;95;110;90;     2.2;235;348;687;91;9;63;37;52;47;0;47;1;100;0;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;10;140;10;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;335;275;65;     1.2;101;20;       .;       .;       .;       .;       .;344;334;10;2555;5;4;860
Kijkduin;'s-Gravenhage                           ;Buurt     ;BU05181591;1;1565;750;815;150;135;180;460;640;505;800;135;130;280;100;5;5;15;10;65;       .;       .;       .;       .;775;280;310;200;     2.0;1180;818;496;49;51;93;7;54;45;14;32;0;97;3;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;0;30;20;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;870;740;130;     1.1;656;50;       .;       .;       .;       .;       .;133;133;0;2554;1;2;1583
Wijk 16 Kraayenstein en Vroondaal;'s-Gravenhage                           ;Wijk      ;WK051816  ;1;6255;3200;3050;1100;550;1635;1875;1095;3155;2295;600;210;960;905;60;70;265;105;400;       .;       .;       .;       .;2625;945;730;960;     2.2;2071;2839;340;51;49;93;7;56;43;22;21;0;75;25;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;40;380;80;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;2800;2360;440;     1.1;927;160;       .;       .;       .;       .;       .;336;302;34;         .;       .;2;1839
Kraayenstein en Vroondaal;'s-Gravenhage                           ;Buurt     ;BU05181697;1;6255;3200;3050;1100;550;1635;1875;1095;3155;2295;600;210;960;905;60;70;265;105;400;       .;       .;       .;       .;2625;945;730;960;     2.2;2071;2839;340;51;49;93;7;56;43;22;21;0;75;25;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;40;380;80;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;2800;2360;440;     1.1;927;160;       .;       .;       .;       .;       .;336;302;34;2553;1;2;1839
Wijk 17 Loosduinen;'s-Gravenhage                           ;Wijk      ;WK051817  ;1;17975;8700;9270;2695;1820;4100;5145;4220;8415;6520;1830;1215;2230;3675;620;250;1070;580;1150;       .;       .;       .;       .;8380;3380;2215;2795;     2.1;6653;8694;206;37;63;96;4;48;52;41;11;0;95;5;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;610;970;230;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;7155;6245;910;     0.9;2647;435;       .;       .;       .;       .;       .;274;270;4;         .;       .;1;4036
Kerketuinen en Zichtenburg;'s-Gravenhage                           ;Buurt     ;BU05181785;1;55;50;5;0;0;30;25;0;45;5;15;0;5;20;5;0;5;0;10;       .;       .;       .;       .;10;10;5;5;     1.3;72;56;       .;5;95;77;23;7;93;86;7;0;100;0;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;0;20;0;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;450;230;220;       .;       .;5;       .;       .;       .;       .;       .;82;82;0;2544;1;1;3562
Houtwijk;'s-Gravenhage                           ;Buurt     ;BU05181786;1;12890;6340;6550;2100;1425;2935;3780;2650;6100;4945;1200;655;1600;2985;540;190;870;520;860;       .;       .;       .;       .;5595;1930;1530;2145;     2.2;9035;5675;223;47;53;97;3;55;45;39;6;0;95;5;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;370;670;170;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;4915;4385;530;     0.9;3446;335;       .;       .;       .;       .;       .;146;143;3;2552;1;1;4065
Kom Loosduinen;'s-Gravenhage                           ;Buurt     ;BU05181795;1;5025;2310;2715;595;395;1130;1340;1565;2270;1575;625;565;625;665;75;60;190;60;280;       .;       .;       .;       .;2770;1445;685;650;     1.8;10983;2963;172;18;82;95;5;34;65;43;23;0;96;4;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;240;270;60;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;1785;1625;160;     0.6;3899;90;       .;       .;       .;       .;       .;47;46;1;2552;5;1;4042
Wijk 18 Waldeck;'s-Gravenhage                           ;Wijk      ;WK051818  ;1;17270;7930;9335;2190;1310;3590;4540;5640;7705;5725;2285;1565;2615;3120;415;315;780;365;1245;       .;       .;       .;       .;9205;4680;2375;2160;     1.8;9516;9783;196;18;82;94;6;42;58;43;15;0;95;5;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;700;940;230;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;6320;5695;625;     0.7;3482;305;       .;       .;       .;       .;       .;185;181;4;         .;       .;1;4503
Waldeck-Zuid;'s-Gravenhage                           ;Buurt     ;BU05181806;1;2080;920;1160;270;160;390;575;690;895;695;295;200;295;460;50;45;80;60;225;       .;       .;       .;       .;1180;615;295;280;     1.8;10103;1195;162;10;90;96;4;44;56;50;6;1;95;5;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;110;120;20;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;720;660;60;     0.6;3481;20;       .;       .;       .;       .;       .;21;21;0;2551;2;1;4169
Nieuw Waldeck;'s-Gravenhage                           ;Buurt     ;BU05181840;1;7285;3475;3810;1250;715;1805;2000;1520;3705;2335;840;410;985;1795;315;180;480;270;545;       .;       .;       .;       .;3440;1475;815;1155;     2.1;11742;3693;189;38;62;92;8;28;72;67;5;0;98;2;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;420;480;100;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;2445;2180;265;     0.7;3939;140;       .;       .;       .;       .;       .;65;62;3;2551;1;1;5029
Rosenburg;'s-Gravenhage                           ;Buurt     ;BU05181882;1;2915;1385;1530;290;175;610;755;1090;1310;865;455;295;440;420;40;50;125;20;180;       .;       .;       .;       .;1540;830;405;310;     1.7;5772;1576;204;1;99;96;4;33;67;43;24;0;91;9;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;130;190;50;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;925;840;85;     0.6;1829;45;       .;       .;       .;       .;       .;52;51;1;2555;4;1;4854
Componistenbuurt;'s-Gravenhage                           ;Buurt     ;BU05181893;1;1825;825;1000;210;130;325;530;630;765;660;245;160;375;135;0;15;25;5;85;       .;       .;       .;       .;1020;510;300;220;     1.8;12469;1070;255;11;89;94;6;85;14;0;14;0;100;0;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;0;60;30;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;825;740;80;     0.8;5611;40;       .;       .;       .;       .;       .;15;15;0;2555;1;1;4377
Waldeck-Noord;'s-Gravenhage                           ;Buurt     ;BU05181894;1;3150;1315;1830;170;125;460;685;1710;1030;1165;455;500;515;310;10;20;65;5;205;       .;       .;       .;       .;2015;1255;570;200;     1.5;9387;2249;190;4;96;93;7;49;50;21;29;1;92;8;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;30;90;20;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;1410;1275;135;     0.7;4199;60;       .;       .;       .;       .;       .;34;34;0;2551;3;1;3787
Wijk 19 Vruchtenbuurt;'s-Gravenhage                           ;Wijk      ;WK051819  ;1;9835;4665;5170;1760;955;2675;2810;1635;5300;3335;850;355;1645;855;25;90;215;70;450;       .;       .;       .;       .;4510;1685;1195;1640;     2.2;9496;4560;282;18;82;96;4;78;22;5;17;0;99;1;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;90;260;140;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;3650;3260;390;     0.8;3523;245;       .;       .;       .;       .;       .;104;104;0;         .;       .;1;5090
Vruchtenbuurt;'s-Gravenhage                           ;Buurt     ;BU05181953;1;7215;3425;3790;1365;715;1935;2010;1190;3930;2460;570;265;1190;640;15;65;160;55;340;       .;       .;       .;       .;3185;1120;840;1240;     2.2;13489;3224;299;22;78;95;5;79;21;5;15;0;99;1;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;70;180;100;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;2610;2330;280;     0.8;4880;155;       .;       .;       .;       .;       .;54;54;0;2564;1;1;4955
Eykenduinen;'s-Gravenhage                           ;Buurt     ;BU05181983;1;2615;1235;1380;395;240;740;800;445;1375;875;285;90;455;215;10;20;55;15;110;       .;       .;       .;       .;1320;565;360;405;     2.0;5230;1336;243;6;94;96;4;74;26;4;22;0;100;0;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;20;90;40;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;1040;930;110;     0.8;2073;90;       .;       .;       .;       .;       .;50;50;0;2564;2;1;5418
Wijk 20 Valkenboskwartier;'s-Gravenhage                           ;Wijk      ;WK051820  ;1;18245;8930;9315;2735;2105;7075;4470;1870;11900;4160;1750;445;4140;5040;450;375;2030;460;1720;       .;       .;       .;       .;9910;5250;2080;2590;     1.8;17193;9601;191;7;93;92;8;48;52;12;40;1;96;4;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;690;750;350;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;5335;4655;680;     0.5;5027;465;       .;       .;       .;       .;       .;107;106;1;         .;       .;1;8022
Heesterbuurt;'s-Gravenhage                           ;Buurt     ;BU05182054;1;6820;3250;3570;1100;695;2635;1665;720;4390;1540;710;185;1460;1570;140;155;520;120;635;       .;       .;       .;       .;3740;1970;745;1035;     1.8;16632;3647;175;5;95;95;5;49;51;26;25;0;98;2;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;340;330;130;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;2055;1830;225;     0.5;5006;170;       .;       .;       .;       .;       .;41;41;0;2563;3;1;7432
Valkenboskwartier;'s-Gravenhage                           ;Buurt     ;BU05182055;1;11425;5675;5745;1630;1410;4435;2800;1145;7510;2620;1040;260;2680;3465;310;220;1510;340;1085;       .;       .;       .;       .;6170;3280;1340;1560;     1.8;17546;5954;202;8;92;90;10;47;53;4;49;1;95;5;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;350;420;230;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;3280;2825;460;     0.5;5040;295;       .;       .;       .;       .;       .;66;65;1;2562;6;1;8372
Wijk 21 Regentessekwartier;'s-Gravenhage                           ;Wijk      ;WK051821  ;1;13775;6880;6895;1910;1545;5710;3195;1415;9255;3095;1145;285;3115;4025;475;350;1415;480;1305;       .;       .;       .;       .;7675;4285;1695;1705;     1.8;15063;7362;220;12;88;91;9;33;66;18;48;1;89;11;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;610;510;210;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;3650;3055;600;     0.5;3992;250;       .;       .;       .;       .;       .;94;91;3;         .;       .;1;8440
Rond de Energiecentrale;'s-Gravenhage                           ;Buurt     ;BU05182110;1;6250;3160;3090;825;730;2615;1425;660;4160;1395;560;145;1330;2420;315;215;880;320;685;       .;       .;       .;       .;3440;1915;780;755;     1.8;12535;3370;175;14;86;93;7;27;72;26;47;1;77;23;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;350;280;90;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;1635;1355;280;     0.5;3277;105;       .;       .;       .;       .;       .;52;50;2;2562;6;1;8917
Koningsplein en omgeving;'s-Gravenhage                           ;Buurt     ;BU05182144;1;7520;3720;3800;1085;815;3095;1770;755;5095;1700;590;145;1790;1605;155;135;535;160;615;       .;       .;       .;       .;4235;2370;920;955;     1.8;18096;3992;256;10;90;90;10;39;60;11;49;1;100;0;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;260;230;110;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;2015;1695;320;     0.5;4849;145;       .;       .;       .;       .;       .;43;42;1;2562;6;1;8026
Wijk 22 Zeeheldenkwartier;'s-Gravenhage                           ;Wijk      ;WK051822  ;1;12085;6055;6030;1505;1495;4750;3010;1325;8290;2510;1055;235;2855;3070;430;320;630;280;1410;       .;       .;       .;       .;7005;4315;1365;1335;     1.7;14894;6533;282;10;90;86;14;32;67;26;41;1;98;2;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;530;600;200;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;3190;2710;480;     0.5;3930;275;       .;       .;       .;       .;       .;81;81;0;         .;       .;1;6629
Zeeheldenkwartier;'s-Gravenhage                           ;Buurt     ;BU05182245;1;12085;6055;6030;1505;1495;4750;3010;1325;8290;2510;1055;235;2855;3070;430;320;630;280;1410;       .;       .;       .;       .;7005;4315;1365;1335;     1.7;14894;6533;282;10;90;86;14;32;67;26;41;1;98;2;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;530;600;200;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;3190;2710;480;     0.5;3930;275;       .;       .;       .;       .;       .;81;81;0;2518;4;1;6629
Wijk 23 Willemspark;'s-Gravenhage                           ;Wijk      ;WK051823  ;1;1590;810;775;180;125;580;410;290;970;430;160;35;600;220;10;5;10;15;175;       .;       .;       .;       .;990;610;240;145;     1.6;4794;1170;422;18;82;75;25;38;58;3;55;3;98;2;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;20;30;20;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;710;515;195;     0.7;2138;45;       .;       .;       .;       .;       .;35;33;1;         .;       .;1;4148
Willemspark;'s-Gravenhage                           ;Buurt     ;BU05182347;1;1590;810;775;180;125;580;410;290;970;430;160;35;600;220;10;5;10;15;175;       .;       .;       .;       .;990;610;240;145;     1.6;4794;1170;422;18;82;75;25;38;58;3;55;3;98;2;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;20;30;20;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;710;515;195;     0.7;2138;45;       .;       .;       .;       .;       .;35;33;1;2514;3;1;4148
Wijk 24 Haagse Bos;'s-Gravenhage                           ;Wijk      ;WK051824  ;1;445;215;225;20;20;135;85;180;205;115;60;70;140;65;0;0;5;0;60;       .;       .;       .;       .;275;190;70;25;     1.4;384;433;221;0;100;70;30;34;65;5;60;1;98;2;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;0;10;10;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;150;130;20;     0.5;128;0;       .;       .;       .;       .;       .;128;117;11;         .;       .;1;3734
Haagse Bos;'s-Gravenhage                           ;Buurt     ;BU05182449;1;445;215;225;20;20;135;85;180;205;115;60;70;140;65;0;0;5;0;60;       .;       .;       .;       .;275;190;70;25;     1.4;384;433;221;0;100;70;30;34;65;5;60;1;98;2;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;0;10;10;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;150;130;20;     0.5;128;0;       .;       .;       .;       .;       .;128;117;11;2594;1;1;3734
Wijk 25 Mariahoeve en Marlot;'s-Gravenhage                           ;Wijk      ;WK051825  ;1;14770;7040;7725;2230;1170;4520;3535;3315;7990;4150;1805;830;2915;4890;585;455;830;330;2685;       .;       .;       .;       .;8265;4740;1575;1965;     1.7;4855;8684;189;12;88;93;7;37;62;43;19;1;95;5;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;900;690;220;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;5310;4440;870;     0.6;1745;275;       .;       .;       .;       .;       .;309;304;5;         .;       .;1;3016
Landen;'s-Gravenhage                           ;Buurt     ;BU05182561;1;5205;2485;2720;845;450;1680;1190;1040;2945;1365;620;280;920;1990;305;180;350;135;1020;       .;       .;       .;       .;2900;1655;540;710;     1.7;8471;3048;165;9;91;94;6;33;66;52;14;1;96;4;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;420;280;90;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;1960;1510;455;     0.7;3192;80;       .;       .;       .;       .;       .;63;61;1;2591;1;1;2618
Kampen;'s-Gravenhage                           ;Buurt     ;BU05182567;1;2450;1215;1235;360;175;845;575;500;1430;615;315;100;515;840;95;105;130;55;450;       .;       .;       .;       .;1480;905;265;325;     1.7;4102;1509;155;9;91;95;5;35;64;45;19;1;98;2;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;180;130;30;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;785;700;85;     0.5;1313;55;       .;       .;       .;       .;       .;61;60;1;2592;1;1;3615
