Wijken en buurten;Regioaanduiding/Gemeentenaam (naam);Regioaanduiding/Soort regio (omschrijving);Regioaanduiding/Codering (code);Regioaanduiding/Indelingswijziging wijken en buurten (code);Bevolking/Aantal inwoners (aantal);Bevolking/Geslacht/Mannen (aantal);Bevolking/Geslacht/Vrouwen (aantal);Bevolking/Leeftijdsgroepen/0 tot 15 jaar (aantal);Bevolking/Leeftijdsgroepen/15 tot 25 jaar (aantal);Bevolking/Leeftijdsgroepen/25 tot 45 jaar (aantal);Bevolking/Leeftijdsgroepen/45 tot 65 jaar (aantal);Bevolking/Leeftijdsgroepen/65 jaar of ouder (aantal);Bevolking/Burgerlijke staat/Ongehuwd (aantal);Bevolking/Burgerlijke staat/Gehuwd (aantal);Bevolking/Burgerlijke staat/Gescheiden (aantal);Bevolking/Burgerlijke staat/Verweduwd (aantal);Bevolking/Personen met een migratieachtergrond/Westers totaal (aantal);Bevolking/Personen met een migratieachtergrond/Niet-westers/Niet-westers totaal (aantal);Bevolking/Personen met een migratieachtergrond/Niet-westers/Marokko (aantal);Bevolking/Personen met een migratieachtergrond/Niet-westers/Nederlandse Antillen en Aruba (aantal);Bevolking/Personen met een migratieachtergrond/Niet-westers/Suriname (aantal);Bevolking/Personen met een migratieachtergrond/Niet-westers/Turkije (aantal);Bevolking/Personen met een migratieachtergrond/Niet-westers/Overig niet-westers (aantal);Bevolking/Geboorte en sterfte/Geboorte totaal (aantal);Bevolking/Geboorte en sterfte/Geboorte relatief (per 1 000 inwoners);Bevolking/Geboorte en sterfte/Sterfte totaal (aantal);Bevolking/Geboorte en sterfte/Sterfte relatief (per 1 000 inwoners);Bevolking/Particuliere huishoudens/Huishoudens totaal (aantal);Bevolking/Particuliere huishoudens/Eenpersoonshuishoudens (aantal);Bevolking/Particuliere huishoudens/Huishoudens zonder kinderen (aantal);Bevolking/Particuliere huishoudens/Huishoudens met kinderen (aantal);Bevolking/Particuliere huishoudens/Gemiddelde huishoudensgrootte (aantal);Bevolking/Bevolkingsdichtheid (aantal inwoners per km²);Wonen/Woningvoorraad (aantal);Wonen/Gemiddelde woningwaarde (x 1 000 euro);Wonen/Woningen naar type/Percentage eengezinswoning (%);Wonen/Woningen naar type/Percentage meergezinswoning (%);Wonen/Woningen naar bewoning/Percentage bewoond (%);Wonen/Woningen naar bewoning/Percentage onbewoond (%);Wonen/Woningen naar eigendom/Koopwoningen (%);Wonen/Woningen naar eigendom/Huurwoningen/Huurwoningen totaal (%);Wonen/Woningen naar eigendom/Huurwoningen/In bezit woningcorporatie (%);Wonen/Woningen naar eigendom/Huurwoningen/In bezit overige verhuurders (%);Wonen/Woningen naar eigendom/Eigendom onbekend (%);Wonen/Woningen naar bouwjaar/Bouwjaar voor 2000 (%);Wonen/Woningen naar bouwjaar/Bouwjaar vanaf 2000 (%);Energie/Gemiddeld elektriciteitsverbruik/Gemiddeld elektriciteitsverbruik totaal (kWh);Energie/Gemiddeld elektriciteitsverbruik/Naar woningtype/Appartement (kWh);Energie/Gemiddeld elektriciteitsverbruik/Naar woningtype/Tussenwoning (kWh);Energie/Gemiddeld elektriciteitsverbruik/Naar woningtype/Hoekwoning (kWh);Energie/Gemiddeld elektriciteitsverbruik/Naar woningtype/Twee-onder-één-kap-woning (kWh);Energie/Gemiddeld elektriciteitsverbruik/Naar woningtype/Vrijstaande woning (kWh);Energie/Gemiddeld elektriciteitsverbruik/Naar eigendom/Huurwoning (kWh);Energie/Gemiddeld elektriciteitsverbruik/Naar eigendom/Eigen woning (kWh);Energie/Gemiddeld aardgasverbruik/Gemiddeld aardgasverbruik totaal (m³);Energie/Gemiddeld aardgasverbruik/Naar woningtype/Appartement (m³);Energie/Gemiddeld aardgasverbruik/Naar woningtype/Tussenwoning (m³);Energie/Gemiddeld aardgasverbruik/Naar woningtype/Hoekwoning (m³);Energie/Gemiddeld aardgasverbruik/Naar woningtype/Twee-onder-één-kap-woning (m³);Energie/Gemiddeld aardgasverbruik/Naar woningtype/Vrijstaande woning (m³);Energie/Gemiddeld aardgasverbruik/Naar eigendom/Huurwoning (m³);Energie/Gemiddeld aardgasverbruik/Naar eigendom/Eigen woning (m³);Energie/Gemiddeld aardgasverbruik/Percentage woningen met stadsverwarming (%);Inkomen/Inkomen van personen/Aantal inkomensontvangers   (aantal);Inkomen/Inkomen van personen/Gemiddeld inkomen per inkomensontvanger  (x 1 000 euro);Inkomen/Inkomen van personen/Gemiddeld inkomen per inwoner  (x 1 000 euro);Inkomen/Inkomen van personen/40% personen met laagste inkomen (%);Inkomen/Inkomen van personen/20% personen met hoogste inkomen (%);Inkomen/Inkomen van personen/Actieven 15-75 jaar (%);Inkomen/Inkomen van huishoudens/40% huishoudens met laagste inkomen (%);Inkomen/Inkomen van huishoudens/20% huishoudens met hoogste inkomen (%);Inkomen/Inkomen van huishoudens/Huishoudens met een laag inkomen (%);Inkomen/Inkomen van huishoudens/Huish. onder of rond sociaal minimum (%);"Sociale zekerheid/Personen per soort uitkering; Bijstand (aantal)";"Sociale zekerheid/Personen per soort uitkering; AO (aantal)";"Sociale zekerheid/Personen per soort uitkering; WW (aantal)";"Sociale zekerheid/Personen per soort uitkering; AOW (aantal)";Criminaliteit/Totaal diefstal uit woning/schuur/e.d. (per 1 000 inwoners);Criminaliteit/Vernieling, misdrijf tegen openbare orde (per 1 000 inwoners);Criminaliteit/Gewelds- en seksuele misdrijven (per 1 000 inwoners);Bedrijfsvestigingen, SBI 2008/Bedrijfsvestigingen totaal (aantal);Bedrijfsvestigingen, SBI 2008/Bedrijfsvestigingen naar activiteit/A Landbouw, bosbouw en visserij (aantal);Bedrijfsvestigingen, SBI 2008/Bedrijfsvestigingen naar activiteit/B-F Nijverheid en energie (aantal);Bedrijfsvestigingen, SBI 2008/Bedrijfsvestigingen naar activiteit/G+I Handel en horeca (aantal);Bedrijfsvestigingen, SBI 2008/Bedrijfsvestigingen naar activiteit/H+J Vervoer, informatie en communicatie (aantal);Bedrijfsvestigingen, SBI 2008/Bedrijfsvestigingen naar activiteit/K-L Financiële diensten, onroerend goed (aantal);Bedrijfsvestigingen, SBI 2008/Bedrijfsvestigingen naar activiteit/M-N Zakelijke dienstverlening (aantal);Bedrijfsvestigingen, SBI 2008/Bedrijfsvestigingen naar activiteit/R-U Cultuur, recreatie, overige diensten (aantal);Motorvoertuigen/Personenauto's/Personenauto's totaal (aantal);"Motorvoertuigen/Personenauto's/Personenauto's; brandstoftype/Personenauto's; brandstof benzine (aantal)";"Motorvoertuigen/Personenauto's/Personenauto's; brandstoftype/Personenauto's; overige brandstof (aantal)";Motorvoertuigen/Personenauto's/Personenauto's per huishouden (per huishouden);Motorvoertuigen/Personenauto's/Personenauto's naar oppervlakte (per km²);Motorvoertuigen/Motorfietsen (aantal);Nabijheid voorzieningen/Afstand tot huisartsenpraktijk (km);Nabijheid voorzieningen/Afstand tot grote supermarkt (km);Nabijheid voorzieningen/Afstand tot kinderdagverblijf (km);Nabijheid voorzieningen/Basisonderwijs/Afstand tot school (km);Nabijheid voorzieningen/Basisonderwijs/Scholen binnen 3 km (aantal);Oppervlakte/Oppervlakte totaal (ha);Oppervlakte/Oppervlakte land (ha);Oppervlakte/Oppervlakte water (ha);Postcode/Meest voorkomende postcode (code);Postcode/Dekkingspercentage (code);Stedelijkheid/Mate van stedelijkheid (code);Stedelijkheid/Omgevingsadressendichtheid (per km²)
Arendsdorp;'s-Gravenhage                           ;Buurt     ;BU05180478;1;1365;660;705;285;115;275;340;350;630;530;90;125;425;170;0;10;5;5;145;       .;       .;       .;       .;560;255;130;185;     2.2;2669;899;647;33;67;64;36;41;59;24;35;1;99;1;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;10;10;10;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;515;425;90;     0.9;1007;20;       .;       .;       .;       .;       .;55;51;4;2596;1;1;2720
Van Hoytemastraat en omgeving;'s-Gravenhage                           ;Buurt     ;BU05180479;1;2335;1135;1195;535;200;645;610;345;1240;865;160;75;655;275;0;20;15;5;230;       .;       .;       .;       .;1015;380;240;405;     2.3;9118;1048;487;25;75;89;11;73;25;0;25;2;100;0;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;10;40;20;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;860;720;140;     0.8;3354;20;       .;       .;       .;       .;       .;26;26;0;2596;1;2;2371
Wijk 05 Archipelbuurt;'s-Gravenhage                           ;Wijk      ;WK051805  ;1;6160;2925;3235;835;610;1510;1850;1355;3325;2060;565;215;1835;775;35;65;95;25;545;       .;       .;       .;       .;3395;1855;805;740;     1.8;7087;3693;506;25;75;82;18;52;47;14;33;2;94;6;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;80;130;60;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;3280;2335;945;     1.0;3773;240;       .;       .;       .;       .;       .;87;87;0;         .;       .;1;3269
Archipelbuurt;'s-Gravenhage                           ;Buurt     ;BU05180546;1;6160;2925;3235;835;610;1510;1850;1355;3325;2060;565;215;1835;775;35;65;95;25;545;       .;       .;       .;       .;3395;1855;805;740;     1.8;7087;3693;506;25;75;82;18;52;47;14;33;2;94;6;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;80;130;60;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;3280;2335;945;     1.0;3773;240;       .;       .;       .;       .;       .;87;87;0;2585;1;1;3269
Wijk 06 Van Stolkpark en Scheveningse Bo;'s-Gravenhage                           ;Wijk      ;WK051806  ;1;765;355;410;110;80;120;215;245;330;275;80;90;250;85;5;10;5;5;60;       .;       .;       .;       .;345;175;80;100;     2.0;710;469;785;25;75;75;25;50;48;10;38;1;95;5;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;0;10;0;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;360;290;70;     1.0;332;10;       .;       .;       .;       .;       .;111;108;3;         .;       .;1;3358
Van Stolkpark en Scheveningse Bosjes;'s-Gravenhage                           ;Buurt     ;BU05180605;1;765;355;410;110;80;120;215;245;330;275;80;90;250;85;5;10;5;5;60;       .;       .;       .;       .;345;175;80;100;     2.0;710;469;785;25;75;75;25;50;48;10;38;1;95;5;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;0;10;0;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;360;290;70;     1.0;332;10;       .;       .;       .;       .;       .;111;108;3;2585;3;1;3358
Wijk 07 Scheveningen;'s-Gravenhage                           ;Wijk      ;WK051807  ;1;17780;8675;9105;2620;1680;5135;4805;3540;9745;5350;1685;1005;3480;2030;135;175;320;105;1290;       .;       .;       .;       .;9570;4880;2255;2440;     1.8;7723;10229;281;18;82;86;14;48;51;20;31;1;90;10;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;610;680;230;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;6390;5465;925;     0.7;2775;520;       .;       .;       .;       .;       .;230;230;0;         .;       .;1;3936
Oud Scheveningen;'s-Gravenhage                           ;Buurt     ;BU05180701;1;2915;1455;1460;395;235;920;835;540;1655;840;285;145;420;255;15;25;45;20;145;       .;       .;       .;       .;1635;885;375;385;     1.8;9801;1683;224;24;76;91;9;44;55;31;24;1;95;5;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;120;160;40;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;995;865;130;     0.6;3350;110;       .;       .;       .;       .;       .;30;30;0;2584;2;1;3884
Vissershaven;'s-Gravenhage                           ;Buurt     ;BU05180702;1;3870;1880;1990;640;320;1045;1055;815;2050;1190;380;260;685;420;35;35;85;25;230;       .;       .;       .;       .;1960;920;485;565;     1.9;4611;2145;290;5;95;87;13;44;54;26;28;2;70;30;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;180;150;50;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;1575;1310;265;     0.8;1877;110;       .;       .;       .;       .;       .;84;84;0;2583;1;1;3554
Scheveningen Badplaats;'s-Gravenhage                           ;Buurt     ;BU05180703;1;5495;2740;2755;775;550;1755;1480;930;3140;1640;490;230;1205;660;20;50;85;25;480;       .;       .;       .;       .;3040;1580;745;720;     1.8;8640;3293;292;23;77;82;18;56;42;9;33;2;97;3;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;110;150;70;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;2020;1740;280;     0.7;3173;170;       .;       .;       .;       .;       .;64;64;0;2586;1;1;3919
Visserijbuurt;'s-Gravenhage                           ;Buurt     ;BU05180704;1;3885;1835;2050;590;395;1025;1020;860;2090;1165;390;250;855;505;55;40;75;15;315;       .;       .;       .;       .;2050;1035;475;550;     1.9;14330;2198;270;16;84;89;11;41;58;27;31;1;94;6;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;170;180;50;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;1210;1045;165;     0.6;4451;85;       .;       .;       .;       .;       .;27;27;0;2584;2;1;4368
Rijslag;'s-Gravenhage                           ;Buurt     ;BU05180772;1;1605;760;845;220;180;390;415;395;815;525;145;130;315;185;5;20;30;15;110;       .;       .;       .;       .;880;470;190;225;     1.8;6244;910;352;32;68;87;13;50;50;10;40;1;93;7;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;30;40;20;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;590;505;85;     0.7;2292;50;       .;       .;       .;       .;       .;26;26;0;2586;4;1;4120
Wijk 08 Duindorp;'s-Gravenhage                           ;Wijk      ;WK051808  ;1;5875;2925;2945;1090;550;1595;1760;880;3255;1835;555;235;645;395;35;40;60;25;230;       .;       .;       .;       .;2825;1195;625;1015;     2.1;6490;2839;201;28;72;97;3;42;58;52;6;0;70;30;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;300;310;80;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;1965;1795;170;     0.7;2171;135;       .;       .;       .;       .;       .;91;91;0;         .;       .;2;2313
Duindorp;'s-Gravenhage                           ;Buurt     ;BU05180800;1;5875;2925;2945;1090;550;1595;1760;880;3255;1835;555;235;645;395;35;40;60;25;230;       .;       .;       .;       .;2825;1195;625;1015;     2.1;6490;2839;201;28;72;97;3;42;58;52;6;0;70;30;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;300;310;80;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;1965;1795;170;     0.7;2171;135;       .;       .;       .;       .;       .;91;91;0;2583;1;2;2313
Wijk 09 Geuzen- en Statenkwartier;'s-Gravenhage                           ;Wijk      ;WK051809  ;1;13925;6685;7235;2430;1555;3355;4035;2550;7365;5080;935;550;4160;1565;75;135;220;65;1060;       .;       .;       .;       .;6640;2950;1600;2095;     2.1;10459;7243;448;28;72;83;17;59;38;11;26;3;99;1;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;190;300;150;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;5085;4295;790;     0.8;3818;305;       .;       .;       .;       .;       .;135;133;2;         .;       .;1;4138
Statenkwartier;'s-Gravenhage                           ;Buurt     ;BU05180907;1;9705;4680;5025;1735;1155;2270;2840;1705;5195;3550;625;335;3420;1090;30;90;150;40;775;       .;       .;       .;       .;4600;2090;1095;1425;     2.1;9588;4880;525;30;70;83;17;60;35;3;32;4;99;1;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;110;150;100;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;3585;2945;640;     0.8;3543;215;       .;       .;       .;       .;       .;101;101;0;2582;2;1;4177
Geuzenkwartier;'s-Gravenhage                           ;Buurt     ;BU05180908;1;4215;2005;2210;690;400;1085;1195;845;2170;1530;310;215;740;475;45;45;65;25;285;       .;       .;       .;       .;2040;865;510;670;     2.1;13220;2363;279;23;77;82;18;57;42;28;14;1;100;0;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;80;150;50;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;1495;1350;150;     0.7;4691;90;       .;       .;       .;       .;       .;34;32;2;2581;4;1;4056
Wijk 10 Zorgvliet;'s-Gravenhage                           ;Wijk      ;WK051810  ;1;530;265;265;70;40;110;125;190;205;245;40;45;175;60;0;5;5;0;50;       .;       .;       .;       .;280;120;110;55;     1.9;618;350;700;18;82;72;28;57;36;2;33;8;82;18;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;0;10;0;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;310;245;60;     1.1;358;10;       .;       .;       .;       .;       .;88;86;1;         .;       .;1;4112
Zorgvliet;'s-Gravenhage                           ;Buurt     ;BU05181041;1;530;265;265;70;40;110;125;190;205;245;40;45;175;60;0;5;5;0;50;       .;       .;       .;       .;280;120;110;55;     1.9;618;350;700;18;82;72;28;57;36;2;33;8;82;18;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;0;10;0;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;310;245;60;     1.1;358;10;       .;       .;       .;       .;       .;88;86;1;2517;1;1;4112
Wijk 11 Duinoord;'s-Gravenhage                           ;Wijk      ;WK051811  ;1;7865;3855;4010;1300;770;2655;2050;1095;4755;2335;605;180;2440;935;25;80;185;35;610;       .;       .;       .;       .;4180;2165;1000;1020;     1.9;12088;4163;367;13;87;85;15;51;47;6;42;1;92;8;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;80;170;110;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;2545;2135;410;     0.6;3913;150;       .;       .;       .;       .;       .;68;65;3;         .;       .;1;6027
Stadhoudersplantsoen;'s-Gravenhage                           ;Buurt     ;BU05181142;1;2025;960;1065;315;165;660;470;420;1165;600;180;85;735;255;5;20;35;10;180;       .;       .;       .;       .;1150;640;280;240;     1.8;9249;1185;301;10;90;84;16;45;54;8;46;1;74;26;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;20;50;20;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;690;600;90;     0.6;3155;40;       .;       .;       .;       .;       .;23;22;1;2517;2;1;5221
Sweelinckplein en omgeving;'s-Gravenhage                           ;Buurt     ;BU05181143;1;5840;2895;2945;985;605;1995;1580;675;3590;1735;425;95;1700;685;20;60;145;25;430;       .;       .;       .;       .;3030;1530;725;785;     1.9;13531;2978;395;14;86;86;14;54;45;5;40;1;100;0;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;60;120;90;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;1855;1535;320;     0.6;4298;110;       .;       .;       .;       .;       .;44;43;1;2517;2;1;6345
Wijk 12 Bomen- en Bloemenbuurt;'s-Gravenhage                           ;Wijk      ;WK051812  ;1;14745;6800;7945;2365;1280;3895;4160;3045;7800;4685;1515;750;3165;1510;65;140;400;100;800;       .;       .;       .;       .;7460;3405;1870;2195;     2.0;10470;7732;272;14;86;92;8;67;32;6;26;1;98;2;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;150;380;170;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;5370;4770;600;     0.7;3811;345;       .;       .;       .;       .;       .;142;141;2;         .;       .;1;5476
Bloemenbuurt-West;'s-Gravenhage                           ;Buurt     ;BU05181250;1;2305;1070;1235;360;210;385;760;595;1030;840;265;175;395;135;0;10;35;10;75;       .;       .;       .;       .;1060;415;290;365;     2.1;8180;1119;347;37;63;93;7;84;16;1;15;0;89;11;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;10;50;20;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;940;840;100;     0.9;3339;50;       .;       .;       .;       .;       .;28;28;0;2565;1;1;4168
Bloemenbuurt-Oost;'s-Gravenhage                           ;Buurt     ;BU05181251;1;6495;2965;3530;1060;575;1780;1810;1280;3475;2065;665;295;1370;690;25;65;190;50;360;       .;       .;       .;       .;3320;1515;820;995;     2.0;10827;3399;253;8;92;94;6;67;32;5;27;1;99;1;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;60;170;80;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;2360;2095;265;     0.7;3930;140;       .;       .;       .;       .;       .;61;60;1;2565;2;1;5045
Bomenbuurt;'s-Gravenhage                           ;Buurt     ;BU05181252;1;5940;2765;3175;950;495;1730;1590;1175;3300;1780;585;280;1400;680;40;60;175;40;360;       .;       .;       .;       .;3075;1480;765;840;     1.9;11291;3214;266;12;88;90;10;62;37;8;29;1;100;0;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;80;160;70;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;2070;1835;235;     0.7;3930;155;       .;       .;       .;       .;       .;53;53;0;2565;4;1;6364
Wijk 13 Vogelwijk;'s-Gravenhage                           ;Wijk      ;WK051813  ;1;5335;2590;2745;1150;640;725;1740;1085;2520;2320;280;220;1180;285;0;25;55;15;190;       .;       .;       .;       .;2020;465;615;945;     2.6;1968;2126;667;74;26;92;8;89;11;2;8;1;94;6;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;0;50;40;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;2475;2070;405;     1.2;912;150;       .;       .;       .;       .;       .;271;271;0;         .;       .;1;2821
Vogelwijk;'s-Gravenhage                           ;Buurt     ;BU05181309;1;5335;2590;2745;1150;640;725;1740;1085;2520;2320;280;220;1180;285;0;25;55;15;190;       .;       .;       .;       .;2020;465;615;945;     2.6;1968;2126;667;74;26;92;8;89;11;2;8;1;94;6;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;0;50;40;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;2475;2070;405;     1.2;912;150;       .;       .;       .;       .;       .;271;271;0;2566;1;1;2821
Wijk 14 Bohemen en Meer en Bos;'s-Gravenhage                           ;Wijk      ;WK051814  ;1;4795;2110;2680;435;315;810;1405;1835;1895;1700;720;485;930;345;10;30;80;15;210;       .;       .;       .;       .;2780;1570;725;495;     1.7;3898;3108;253;9;91;90;10;62;38;16;22;1;98;2;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;60;170;40;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;2135;1910;225;     0.8;1736;105;       .;       .;       .;       .;       .;127;123;4;         .;       .;1;3251
Bosjes van Pex;'s-Gravenhage                           ;Buurt     ;BU05181481;1;370;175;190;40;50;50;155;80;170;130;55;20;60;35;0;5;5;0;25;       .;       .;       .;       .;195;95;50;55;     1.9;819;213;314;19;81;91;9;86;14;0;14;0;100;0;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;0;10;0;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;175;155;20;     0.9;389;10;       .;       .;       .;       .;       .;46;45;1;2565;4;1;3614
Bohemen en Meer en Bos;'s-Gravenhage                           ;Buurt     ;BU05181492;1;4425;1930;2490;395;265;760;1250;1755;1725;1570;665;470;865;315;10;25;75;15;185;       .;       .;       .;       .;2585;1480;675;440;     1.7;5691;2895;248;8;92;90;10;60;40;17;22;1;98;2;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;60;150;40;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;1960;1755;205;     0.8;2521;95;       .;       .;       .;       .;       .;81;78;3;2555;2;1;3215
Wijk 15 Kijkduin en Ockenburgh;'s-Gravenhage                           ;Wijk      ;WK051815  ;1;2350;1165;1180;245;275;320;735;775;935;1105;170;145;420;230;15;15;50;15;135;       .;       .;       .;       .;1060;370;415;285;     2.1;504;1166;535;62;38;84;16;53;46;10;37;1;98;2;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;10;160;30;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;1210;1015;195;     1.1;259;70;       .;       .;       .;       .;       .;476;467;10;         .;       .;3;1313
